Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 11L,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 3,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 2,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 12L,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 4,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 2,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 2,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 3,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number,The method contains a magic number: 4,680
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,Long Parameter List,The method has 7 parameters. ,724
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,Long Statement,The length of the statement "final Map<String`String> taskConfig=taskConfig(timestampColumn`incrementingColumn`query`delay`timeZone`incrementingInitial`timestampInitialMs`mode);" is 148.,724
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,taskConfig,Long Parameter List,The method has 8 parameters. ,750
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyMultiTimestampFirstPoll,Magic Number,The method contains a magic number: 10L,791
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyTimestampFirstPoll,Magic Number,The method contains a magic number: 10L,801
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyPoll,Long Parameter List,The method has 7 parameters. ,821
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyPoll,Magic Number,The method contains a magic number: 10,821
jdbc,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countInts,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@712c9bcf,863
jdbc,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Long Statement,The length of the statement "await().atMost(Duration.ofMillis(1000)).pollInterval(Duration.ofMillis(100)).until(() -> !Mockito.mockingDetails(dialect).getInvocations().isEmpty());" is 150.,146
jdbc,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number,The method contains a magic number: 1000,146
jdbc,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number,The method contains a magic number: 100,146
jdbc,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number,The method contains a magic number: 2,146
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,EmbeddedDerby,Empty catch clause,The method has an empty catch block.,54
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,createTable,Magic Number,The method contains a magic number: 2,103
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,createTable,Magic Number,The method contains a magic number: 2,103
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,close,Magic Number,The method contains a magic number: 45000,148
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number,The method contains a magic number: 2,185
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number,The method contains a magic number: 2,185
jdbc,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number,The method contains a magic number: 2,185
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number,The method contains a magic number: 1000,37
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number,The method contains a magic number: 1000000,37
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number,The method contains a magic number: 123456,37
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number,The method contains a magic number: 2,52
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number,The method contains a magic number: 3,52
jdbc,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number,The method contains a magic number: 2,52
jdbc,io.aiven.connect.jdbc.source,NumericMappingConfigTest,mapping,Long Statement,The length of the statement "return Arrays.stream(new Object[][]{{NumericMapping.NONE`false`null}`{NumericMapping.NONE`false`"none"}`{NumericMapping.NONE`false`"NONE"}`{NumericMapping.PRECISION_ONLY`false`"precision_only"}`{NumericMapping.PRECISION_ONLY`false`"PRECISION_ONLY"}`{NumericMapping.BEST_FIT`false`"best_fit"}`{NumericMapping.BEST_FIT`false`"BEST_FIT"}`{NumericMapping.PRECISION_ONLY`true`null}`{NumericMapping.NONE`true`"none"}`{NumericMapping.NONE`true`"NONE"}`{NumericMapping.PRECISION_ONLY`true`"precision_only"}`{NumericMapping.PRECISION_ONLY`true`"PRECISION_ONLY"}`{NumericMapping.BEST_FIT`true`"best_fit"}`{NumericMapping.BEST_FIT`true`"BEST_FIT"}});" is 639.,35
